id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,saldo_medio,deposito_prazo,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato,quantidade_dias_contato,quantidade_contato,resultado
689,35,gestao,divorciado,superior,nao,146,sim,nao,nao,celular,6,agosto,12,2,-1,0,desconhecido
690,36,gestao,divorciado,superior,sim,36,sim,nao,nao,celular,6,agosto,14,4,-1,0,desconhecido
691,45,gestao,divorciado,superior,nao,1,sim,nao,nao,celular,6,agosto,8,2,-1,0,desconhecido
692,47,tecnico,casado,medio,nao,2480,sim,nao,nao,celular,6,agosto,13,2,-1,0,desconhecido
693,42,tecnico,casado,superior,nao,14282,sim,sim,nao,celular,6,agosto,11,4,-1,0,desconhecido
694,40,gestao,solteiro,superior,nao,0,sim,nao,nao,celular,6,agosto,11,6,-1,0,desconhecido
695,40,tecnico,divorciado,medio,nao,311,sim,nao,nao,celular,6,agosto,12,2,-1,0,desconhecido
696,32,tecnico,casado,medio,nao,560,sim,nao,nao,celular,6,agosto,17,4,-1,0,desconhecido
697,33,tecnico,solteiro,medio,nao,3059,sim,nao,sim,celular,6,agosto,8,2,-1,0,desconhecido
698,32,operario,casado,superior,nao,1423,sim,nao,nao,celular,6,agosto,21,4,-1,0,desconhecido
699,46,operario,casado,fundamental,nao,874,sim,nao,nao,celular,6,agosto,17,1,-1,0,desconhecido
700,50,administracao,casado,medio,nao,706,sim,sim,nao,celular,6,agosto,21,4,-1,0,desconhecido
701,51,operario,casado,fundamental,nao,7098,sim,nao,nao,celular,6,agosto,25,7,-1,0,desconhecido
702,30,gestao,solteiro,superior,nao,5389,sim,nao,nao,celular,6,agosto,24,3,-1,0,desconhecido
703,39,tecnico,solteiro,medio,nao,1104,sim,nao,nao,celular,7,agosto,7,2,-1,0,desconhecido
704,47,administracao,casado,medio,nao,3070,sim,nao,nao,celular,7,agosto,11,4,-1,0,desconhecido
705,40,tecnico,divorciado,medio,nao,0,sim,nao,nao,celular,7,agosto,11,2,-1,0,desconhecido
706,50,operario,casado,fundamental,nao,4108,sim,sim,nao,celular,7,agosto,9,2,-1,0,desconhecido
707,60,gestao,casado,superior,nao,0,sim,nao,nao,celular,7,agosto,7,3,-1,0,desconhecido
708,32,gestao,solteiro,superior,nao,4291,sim,nao,nao,celular,7,agosto,22,9,-1,0,desconhecido
709,57,tecnico,casado,superior,nao,6822,sim,nao,nao,celular,7,agosto,13,2,-1,0,desconhecido
710,41,operario,casado,superior,nao,231,sim,nao,nao,celular,7,agosto,6,2,-1,0,desconhecido
711,50,tecnico,casado,medio,nao,3176,sim,nao,nao,celular,7,agosto,11,1,-1,0,desconhecido
712,46,tecnico,divorciado,medio,nao,-824,sim,sim,nao,celular,7,agosto,7,3,-1,0,desconhecido
713,31,gestao,casado,superior,nao,676,sim,nao,nao,celular,7,agosto,20,1,-1,0,desconhecido
714,36,tecnico,solteiro,medio,nao,651,sim,nao,nao,celular,7,agosto,15,1,-1,0,desconhecido
715,45,tecnico,divorciado,medio,nao,2657,sim,nao,nao,celular,7,agosto,15,3,-1,0,desconhecido
716,33,tecnico,divorciado,medio,nao,801,sim,nao,nao,celular,7,agosto,6,5,-1,0,desconhecido
717,47,servicos,casado,medio,nao,405,sim,nao,sim,celular,8,agosto,17,2,-1,0,desconhecido
718,35,gestao,casado,superior,nao,82,sim,nao,nao,celular,8,agosto,8,4,-1,0,desconhecido
719,38,gestao,casado,superior,nao,179,sim,nao,nao,desconhecido,8,agosto,5,4,-1,0,desconhecido
720,33,gestao,casado,superior,nao,1047,sim,nao,nao,celular,8,agosto,9,4,-1,0,desconhecido
721,44,tecnico,solteiro,medio,nao,7138,sim,nao,nao,celular,8,agosto,13,2,-1,0,desconhecido
722,31,gestao,solteiro,superior,nao,165,sim,nao,sim,celular,8,agosto,9,2,-1,0,desconhecido
723,31,gestao,solteiro,superior,nao,37,sim,nao,nao,celular,8,agosto,11,2,-1,0,desconhecido
724,49,servicos,casado,medio,nao,823,sim,nao,nao,celular,8,agosto,13,4,-1,0,desconhecido
725,52,servicos,casado,fundamental,nao,1625,sim,nao,nao,celular,8,agosto,8,2,-1,0,desconhecido
726,31,tecnico,casado,superior,nao,120,sim,nao,nao,celular,8,agosto,17,1,-1,0,desconhecido
727,35,gestao,casado,superior,nao,2957,sim,sim,sim,celular,8,agosto,12,3,-1,0,desconhecido
728,31,gestao,solteiro,superior,nao,2,sim,nao,nao,celular,8,agosto,14,1,-1,0,desconhecido
729,36,tecnico,divorciado,medio,nao,1,sim,nao,nao,celular,8,agosto,21,3,-1,0,desconhecido
730,39,gestao,casado,superior,nao,1795,sim,nao,nao,celular,8,agosto,15,7,-1,0,desconhecido
731,46,gestao,casado,superior,nao,4,sim,nao,nao,celular,8,agosto,20,4,-1,0,desconhecido
732,48,operario,casado,fundamental,nao,476,sim,nao,nao,celular,11,agosto,14,3,-1,0,desconhecido
733,36,gestao,casado,superior,nao,9,sim,nao,nao,celular,11,agosto,6,4,-1,0,desconhecido
734,30,gestao,casado,superior,nao,131,sim,sim,nao,celular,11,agosto,6,6,-1,0,desconhecido
735,33,gestao,solteiro,superior,nao,1120,sim,nao,nao,celular,11,agosto,18,2,-1,0,desconhecido
736,57,operario,casado,fundamental,nao,2785,sim,nao,nao,celular,11,agosto,10,4,-1,0,desconhecido
737,33,gestao,solteiro,superior,nao,0,sim,nao,nao,celular,11,agosto,12,7,-1,0,desconhecido
738,35,gestao,casado,superior,nao,43,sim,nao,nao,celular,11,agosto,15,4,-1,0,desconhecido
739,53,gestao,casado,superior,nao,0,sim,nao,nao,celular,11,agosto,10,2,-1,0,desconhecido
740,41,gestao,casado,medio,nao,456,sim,sim,nao,celular,11,agosto,12,4,-1,0,desconhecido
741,32,gestao,solteiro,medio,nao,2018,sim,nao,nao,celular,11,agosto,21,1,-1,0,desconhecido
742,41,gestao,casado,superior,nao,0,sim,nao,nao,celular,11,agosto,21,5,-1,0,desconhecido
743,35,tecnico,solteiro,medio,nao,354,sim,nao,nao,celular,11,agosto,7,3,-1,0,desconhecido
744,48,operario,casado,fundamental,nao,719,sim,nao,sim,celular,11,agosto,7,5,-1,0,desconhecido
745,34,gestao,casado,superior,nao,828,sim,nao,sim,celular,11,agosto,18,3,-1,0,desconhecido
746,47,operario,casado,medio,nao,2787,sim,nao,nao,celular,11,agosto,8,1,-1,0,desconhecido
747,46,operario,casado,medio,nao,2551,sim,nao,nao,celular,12,agosto,11,2,-1,0,desconhecido
748,60,operario,casado,medio,nao,2722,sim,nao,nao,celular,12,agosto,8,2,-1,0,desconhecido
749,39,gestao,casado,medio,nao,1880,sim,nao,nao,celular,12,agosto,13,2,-1,0,desconhecido
750,57,operario,casado,fundamental,nao,2112,sim,nao,nao,celular,12,agosto,19,2,-1,0,desconhecido
751,36,operario,divorciado,medio,nao,871,sim,nao,nao,celular,12,agosto,7,3,-1,0,desconhecido
752,30,gestao,casado,medio,nao,850,sim,nao,nao,celular,12,agosto,8,2,-1,0,desconhecido
753,33,tecnico,casado,medio,nao,3243,sim,nao,nao,celular,12,agosto,7,4,-1,0,desconhecido
754,30,gestao,casado,superior,nao,1567,sim,sim,nao,celular,12,agosto,19,4,-1,0,desconhecido
755,36,tecnico,solteiro,medio,sim,12,sim,nao,nao,celular,12,agosto,10,2,-1,0,desconhecido
756,49,operario,casado,fundamental,nao,128,sim,nao,nao,celular,12,agosto,12,2,-1,0,desconhecido
757,49,operario,casado,medio,nao,553,sim,nao,nao,celular,12,agosto,11,8,-1,0,desconhecido
758,40,operario,divorciado,medio,nao,1694,sim,nao,nao,celular,12,agosto,8,6,-1,0,desconhecido
759,49,operario,casado,fundamental,nao,408,sim,nao,nao,celular,12,agosto,9,4,-1,0,desconhecido
760,38,gestao,casado,superior,nao,1223,sim,nao,nao,celular,12,agosto,18,5,-1,0,desconhecido
761,31,gestao,solteiro,superior,nao,1858,sim,nao,nao,celular,12,agosto,8,3,-1,0,desconhecido
762,34,gestao,casado,superior,nao,520,sim,sim,nao,celular,12,agosto,22,4,-1,0,desconhecido
763,39,gestao,casado,superior,nao,271,sim,sim,nao,celular,12,agosto,22,1,-1,0,desconhecido
764,40,gestao,casado,medio,nao,4396,sim,nao,nao,celular,12,agosto,7,3,-1,0,desconhecido
765,47,tecnico,casado,medio,nao,568,sim,sim,nao,celular,12,agosto,27,1,-1,0,desconhecido
766,37,tecnico,solteiro,medio,nao,3665,sim,nao,nao,celular,12,agosto,11,3,-1,0,desconhecido
767,44,tecnico,solteiro,medio,nao,244,sim,sim,nao,celular,12,agosto,29,4,-1,0,desconhecido
768,55,gestao,casado,superior,nao,568,sim,nao,nao,celular,12,agosto,16,10,-1,0,desconhecido
769,40,tecnico,casado,medio,nao,42,sim,nao,nao,celular,13,agosto,31,2,-1,0,desconhecido
770,54,operario,casado,fundamental,nao,309,sim,nao,nao,celular,13,agosto,16,2,-1,0,desconhecido
771,35,tecnico,casado,medio,nao,-180,sim,nao,sim,celular,13,agosto,14,2,-1,0,desconhecido
772,32,tecnico,solteiro,superior,nao,34646,sim,nao,nao,telefone,13,agosto,10,9,-1,0,desconhecido
773,36,gestao,divorciado,superior,nao,59,sim,nao,nao,celular,13,agosto,9,2,-1,0,desconhecido
774,37,gestao,casado,superior,nao,4436,sim,nao,nao,celular,13,agosto,14,5,-1,0,desconhecido
775,37,tecnico,solteiro,medio,nao,-242,sim,sim,nao,celular,13,agosto,19,6,-1,0,desconhecido
776,50,operario,casado,medio,nao,10052,sim,nao,nao,celular,13,agosto,11,2,-1,0,desconhecido
777,58,operario,casado,superior,nao,0,sim,nao,nao,celular,13,agosto,11,4,-1,0,desconhecido
778,52,tecnico,divorciado,medio,nao,152,sim,nao,nao,celular,13,agosto,7,6,-1,0,desconhecido
779,31,gestao,casado,superior,nao,156,sim,nao,nao,celular,13,agosto,11,7,-1,0,desconhecido
780,40,gestao,casado,superior,nao,66,sim,nao,nao,celular,13,agosto,12,4,-1,0,desconhecido
781,34,gestao,solteiro,superior,nao,9827,sim,sim,nao,celular,13,agosto,15,4,-1,0,desconhecido
782,53,servicos,casado,medio,nao,6170,sim,nao,nao,celular,13,agosto,14,4,-1,0,desconhecido
783,43,gestao,casado,superior,nao,2383,sim,nao,nao,celular,13,agosto,6,6,-1,0,desconhecido
784,30,tecnico,solteiro,superior,nao,635,sim,nao,nao,celular,13,agosto,14,8,-1,0,desconhecido
785,34,tecnico,solteiro,medio,nao,16,sim,nao,nao,celular,13,agosto,16,1,-1,0,desconhecido
786,48,administracao,divorciado,medio,nao,362,sim,nao,nao,celular,13,agosto,9,1,-1,0,desconhecido
787,33,gestao,casado,superior,nao,191,sim,nao,nao,celular,13,agosto,19,2,-1,0,desconhecido
788,37,gestao,solteiro,superior,nao,455,sim,sim,nao,celular,13,agosto,15,6,-1,0,desconhecido
789,57,tecnico,divorciado,medio,nao,3043,sim,nao,nao,celular,14,agosto,12,2,-1,0,desconhecido
790,55,operario,casado,fundamental,nao,3334,sim,nao,nao,celular,14,agosto,11,4,-1,0,desconhecido
791,34,tecnico,casado,superior,nao,8029,sim,sim,nao,celular,14,agosto,10,4,-1,0,desconhecido
792,44,operario,casado,superior,nao,624,sim,nao,nao,telefone,14,agosto,9,2,-1,0,desconhecido
793,35,gestao,solteiro,superior,nao,331,sim,nao,nao,celular,14,agosto,14,2,-1,0,desconhecido
794,34,operario,casado,fundamental,nao,2929,sim,nao,nao,celular,14,agosto,9,2,-1,0,desconhecido
795,49,servicos,casado,medio,nao,1314,sim,nao,nao,celular,14,agosto,14,14,-1,0,desconhecido
796,30,tecnico,casado,medio,nao,289,sim,sim,nao,celular,14,agosto,20,4,-1,0,desconhecido
797,32,gestao,solteiro,superior,nao,20,sim,nao,nao,celular,14,agosto,19,2,-1,0,desconhecido
798,56,operario,casado,fundamental,nao,8163,sim,nao,nao,celular,14,agosto,21,4,-1,0,desconhecido
799,50,gestao,solteiro,superior,nao,1200,sim,nao,nao,celular,14,agosto,15,3,-1,0,desconhecido
800,32,tecnico,solteiro,medio,nao,1732,sim,sim,nao,celular,14,agosto,31,3,-1,0,desconhecido
801,45,tecnico,solteiro,superior,nao,0,sim,nao,nao,celular,18,agosto,13,4,-1,0,desconhecido
802,52,gestao,casado,superior,nao,576,sim,nao,nao,celular,18,agosto,13,3,-1,0,desconhecido
803,60,operario,casado,fundamental,nao,493,sim,nao,nao,celular,18,agosto,11,4,-1,0,desconhecido
804,47,gestao,casado,superior,nao,682,sim,nao,nao,celular,18,agosto,11,6,-1,0,desconhecido
805,32,tecnico,solteiro,medio,nao,0,sim,nao,nao,celular,18,agosto,10,4,-1,0,desconhecido
806,55,operario,casado,fundamental,nao,3485,sim,nao,nao,celular,18,agosto,10,4,-1,0,desconhecido
807,36,gestao,solteiro,superior,nao,2944,sim,nao,nao,celular,18,agosto,15,8,-1,0,desconhecido
808,46,tecnico,casado,medio,nao,1353,sim,nao,nao,celular,18,agosto,9,5,-1,0,desconhecido
809,55,gestao,divorciado,superior,nao,0,sim,nao,nao,celular,18,agosto,5,4,-1,0,desconhecido
810,30,gestao,solteiro,superior,nao,1541,sim,nao,nao,celular,18,agosto,8,8,-1,0,desconhecido
811,54,operario,casado,medio,nao,548,sim,nao,nao,celular,18,agosto,9,7,-1,0,desconhecido
812,31,gestao,divorciado,superior,nao,254,sim,nao,nao,celular,18,agosto,26,8,-1,0,desconhecido
813,46,tecnico,solteiro,superior,nao,4414,sim,nao,nao,celular,18,agosto,8,7,-1,0,desconhecido
814,61,gestao,casado,medio,nao,985,sim,nao,nao,celular,18,agosto,17,6,-1,0,desconhecido
815,58,operario,casado,fundamental,nao,1241,sim,nao,nao,celular,18,agosto,3,2,-1,0,desconhecido
816,38,tecnico,solteiro,medio,nao,3278,sim,nao,nao,celular,19,agosto,11,14,-1,0,desconhecido
817,49,tecnico,casado,medio,nao,412,sim,nao,nao,celular,19,agosto,22,8,-1,0,desconhecido
818,43,gestao,solteiro,superior,nao,483,sim,nao,nao,celular,19,agosto,16,6,-1,0,desconhecido
819,52,gestao,casado,superior,nao,7135,sim,nao,nao,celular,19,agosto,17,3,-1,0,desconhecido
820,33,operario,solteiro,superior,nao,61,sim,nao,nao,celular,19,agosto,14,3,-1,0,desconhecido
821,33,gestao,casado,superior,nao,1412,sim,sim,nao,desconhecido,19,agosto,8,1,-1,0,desconhecido
822,53,gestao,casado,superior,nao,15,sim,nao,nao,celular,20,agosto,15,2,-1,0,desconhecido
823,40,administracao,solteiro,superior,nao,27,sim,nao,nao,celular,20,agosto,8,2,-1,0,desconhecido
824,44,operario,casado,superior,nao,1196,sim,nao,nao,celular,20,agosto,9,5,-1,0,desconhecido
825,42,tecnico,divorciado,medio,nao,19,sim,nao,nao,celular,20,agosto,15,4,-1,0,desconhecido
826,33,gestao,solteiro,superior,nao,432,sim,nao,nao,telefone,20,agosto,10,6,-1,0,desconhecido
827,53,tecnico,casado,superior,nao,988,sim,nao,nao,celular,20,agosto,23,5,-1,0,desconhecido
828,60,administracao,casado,superior,nao,1614,sim,nao,nao,celular,20,agosto,15,6,-1,0,desconhecido
829,33,tecnico,solteiro,medio,nao,163,sim,sim,nao,celular,20,agosto,10,2,-1,0,desconhecido
830,37,tecnico,casado,superior,nao,247,sim,nao,nao,celular,20,agosto,10,6,-1,0,desconhecido
831,45,administracao,casado,medio,nao,236,sim,nao,nao,celular,20,agosto,12,2,-1,0,desconhecido
832,34,tecnico,solteiro,medio,nao,666,sim,nao,nao,celular,21,agosto,25,2,-1,0,desconhecido
833,56,tecnico,casado,superior,nao,73,sim,nao,nao,celular,21,agosto,11,4,-1,0,desconhecido
834,57,tecnico,divorciado,superior,nao,96,sim,nao,nao,celular,21,agosto,15,4,-1,0,desconhecido
835,32,gestao,solteiro,superior,nao,46,sim,nao,nao,celular,21,agosto,13,6,-1,0,desconhecido
836,50,servicos,casado,medio,nao,1501,sim,nao,nao,celular,21,agosto,16,4,-1,0,desconhecido
837,30,servicos,solteiro,superior,nao,-477,sim,nao,sim,celular,21,agosto,26,2,-1,0,desconhecido
838,56,administracao,casado,medio,nao,1694,sim,nao,nao,celular,21,agosto,13,10,-1,0,desconhecido
839,55,operario,casado,medio,nao,196,sim,nao,nao,celular,21,agosto,1,1,-1,0,desconhecido
840,34,operario,solteiro,superior,nao,462,sim,nao,nao,celular,21,agosto,31,3,-1,0,desconhecido
841,52,gestao,casado,superior,nao,1227,sim,nao,nao,celular,22,agosto,19,4,-1,0,desconhecido
842,32,gestao,solteiro,superior,nao,522,sim,nao,nao,celular,22,agosto,10,2,-1,0,desconhecido
843,31,operario,casado,superior,nao,94,sim,nao,nao,celular,22,agosto,10,2,-1,0,desconhecido
844,44,tecnico,casado,medio,nao,267,sim,nao,nao,celular,22,agosto,9,2,-1,0,desconhecido
845,33,gestao,casado,superior,nao,4570,sim,nao,nao,celular,22,agosto,21,2,-1,0,desconhecido
846,53,operario,casado,medio,nao,25,sim,nao,nao,celular,22,agosto,9,2,-1,0,desconhecido
847,46,gestao,solteiro,superior,nao,0,sim,nao,nao,celular,22,agosto,11,2,-1,0,desconhecido
848,46,operario,casado,superior,nao,1920,sim,nao,nao,celular,22,agosto,10,6,-1,0,desconhecido
849,59,administracao,casado,medio,nao,1575,sim,sim,nao,celular,22,agosto,21,11,-1,0,desconhecido
850,51,operario,casado,medio,nao,234,sim,nao,nao,celular,22,agosto,12,1,-1,0,desconhecido
851,57,operario,casado,fundamental,nao,3518,sim,sim,nao,celular,25,agosto,10,3,-1,0,desconhecido
852,43,tecnico,casado,medio,nao,136,sim,nao,nao,celular,25,agosto,6,7,-1,0,desconhecido
853,48,gestao,solteiro,superior,nao,830,sim,nao,nao,celular,25,agosto,16,4,-1,0,desconhecido
854,33,operario,casado,fundamental,nao,2054,sim,nao,nao,celular,25,agosto,8,6,-1,0,desconhecido
855,59,operario,casado,fundamental,nao,-546,sim,nao,nao,celular,25,agosto,19,6,-1,0,desconhecido
856,58,operario,casado,fundamental,nao,5188,sim,sim,nao,celular,25,agosto,10,6,-1,0,desconhecido
857,32,gestao,solteiro,superior,nao,1882,sim,nao,nao,celular,25,agosto,8,5,-1,0,desconhecido
858,44,gestao,casado,superior,nao,792,sim,nao,nao,celular,25,agosto,10,7,-1,0,desconhecido
859,47,operario,casado,superior,sim,162,sim,nao,nao,celular,25,agosto,6,3,-1,0,desconhecido
860,34,tecnico,casado,medio,nao,1035,sim,nao,nao,celular,25,agosto,23,10,-1,0,desconhecido
861,51,operario,casado,superior,nao,746,sim,nao,nao,celular,25,agosto,6,5,-1,0,desconhecido
862,60,operario,casado,superior,nao,17297,sim,nao,nao,celular,26,agosto,11,11,-1,0,desconhecido
863,46,administracao,casado,medio,nao,22,sim,nao,nao,celular,26,agosto,6,6,-1,0,desconhecido
864,41,tecnico,casado,superior,nao,231,sim,nao,nao,celular,26,agosto,7,2,-1,0,desconhecido
865,34,operario,solteiro,medio,nao,296,sim,nao,nao,celular,27,agosto,10,13,-1,0,desconhecido
866,31,tecnico,divorciado,superior,nao,0,sim,nao,nao,celular,27,agosto,10,6,-1,0,desconhecido
867,37,gestao,casado,superior,nao,40,sim,nao,nao,celular,27,agosto,17,4,-1,0,desconhecido
868,59,operario,casado,medio,nao,2396,sim,nao,nao,celular,27,agosto,17,6,-1,0,desconhecido
869,55,servicos,casado,superior,nao,2944,sim,nao,nao,celular,27,agosto,11,6,-1,0,desconhecido
870,33,gestao,solteiro,superior,nao,7084,sim,nao,nao,celular,27,agosto,9,8,-1,0,desconhecido
871,30,tecnico,casado,superior,nao,569,sim,nao,nao,celular,27,agosto,16,12,-1,0,desconhecido
872,36,gestao,casado,superior,nao,0,sim,nao,nao,telefone,27,agosto,11,9,-1,0,desconhecido
873,44,gestao,casado,superior,nao,1138,sim,nao,nao,celular,27,agosto,9,3,-1,0,desconhecido
874,36,tecnico,divorciado,medio,nao,54,sim,sim,nao,celular,27,agosto,27,3,-1,0,desconhecido
875,33,gestao,solteiro,superior,nao,2637,sim,nao,nao,celular,28,agosto,10,17,-1,0,desconhecido
876,36,tecnico,casado,medio,nao,2473,sim,nao,nao,celular,28,agosto,16,4,-1,0,desconhecido
877,53,operario,casado,fundamental,nao,5603,sim,nao,nao,celular,28,agosto,40,6,-1,0,desconhecido
878,47,administracao,divorciado,medio,nao,225,sim,nao,nao,celular,28,agosto,19,4,-1,0,desconhecido
879,39,gestao,casado,superior,nao,-17,sim,sim,sim,celular,28,agosto,15,1,-1,0,desconhecido
880,35,tecnico,solteiro,medio,nao,3490,sim,sim,nao,celular,29,agosto,11,2,-1,0,desconhecido
881,32,gestao,solteiro,superior,nao,769,sim,nao,nao,celular,29,agosto,12,2,-1,0,desconhecido
882,46,tecnico,divorciado,medio,nao,-90,sim,nao,sim,telefone,17,outubro,4,1,-1,0,desconhecido
883,30,operario,casado,superior,nao,1785,sim,nao,nao,desconhecido,17,outubro,4,1,-1,0,desconhecido
884,36,operario,solteiro,superior,nao,-103,sim,sim,sim,telefone,17,outubro,54,1,-1,0,desconhecido
885,47,administracao,divorciado,medio,nao,555,sim,sim,sim,telefone,17,outubro,8,1,-1,0,desconhecido
886,52,tecnico,casado,medio,nao,5303,sim,sim,nao,desconhecido,19,outubro,2,1,-1,0,desconhecido
887,43,gestao,casado,superior,nao,1258,sim,nao,nao,desconhecido,20,outubro,5,1,-1,0,desconhecido
888,44,tecnico,solteiro,medio,nao,1679,sim,nao,nao,telefone,20,outubro,12,1,-1,0,desconhecido
889,30,operario,casado,medio,nao,1664,sim,sim,nao,telefone,20,outubro,34,1,-1,0,desconhecido
890,32,administracao,casado,medio,nao,8749,sim,sim,sim,desconhecido,21,outubro,5,1,-1,0,desconhecido
891,42,administracao,solteiro,medio,nao,-247,sim,sim,sim,telefone,21,outubro,9,1,166,1,fracasso
892,33,servicos,casado,medio,nao,3444,sim,sim,nao,telefone,21,outubro,2,1,91,4,fracasso
893,45,administracao,casado,medio,nao,5346,sim,sim,sim,desconhecido,21,outubro,3,1,-1,0,desconhecido
894,45,operario,casado,medio,nao,1144,sim,sim,nao,desconhecido,22,outubro,11,1,-1,0,desconhecido
895,28,operario,solteiro,medio,nao,2351,sim,nao,nao,telefone,22,outubro,3,1,-1,0,desconhecido
896,32,tecnico,solteiro,superior,nao,5514,sim,nao,nao,telefone,22,outubro,3,1,-1,0,desconhecido
897,28,operario,casado,medio,nao,123,sim,nao,sim,telefone,22,outubro,5,1,-1,0,desconhecido
898,44,administracao,divorciado,fundamental,nao,429,sim,sim,nao,telefone,23,outubro,1,1,-1,0,desconhecido
899,51,operario,casado,superior,nao,5254,sim,sim,nao,desconhecido,23,outubro,2,1,-1,0,desconhecido
900,56,tecnico,casado,medio,nao,589,sim,sim,nao,desconhecido,23,outubro,9,1,147,2,sucesso
901,40,tecnico,divorciado,superior,nao,568,sim,sim,nao,desconhecido,24,outubro,2,1,-1,0,desconhecido
902,49,administracao,casado,medio,nao,10250,sim,sim,nao,telefone,24,outubro,2,1,-1,0,desconhecido
903,50,gestao,solteiro,superior,nao,3537,sim,nao,nao,desconhecido,24,outubro,5,1,-1,0,desconhecido
904,58,administracao,divorciado,medio,nao,1947,sim,nao,nao,telefone,26,outubro,4,1,-1,0,desconhecido
905,37,administracao,casado,medio,nao,1967,sim,nao,nao,telefone,27,outubro,6,1,-1,0,desconhecido
906,27,operario,casado,medio,nao,2329,sim,nao,nao,telefone,27,outubro,2,1,-1,0,desconhecido
907,47,gestao,divorciado,superior,nao,12026,sim,sim,nao,telefone,27,outubro,4,1,-1,0,desconhecido
908,39,administracao,casado,medio,nao,1757,sim,nao,nao,telefone,28,outubro,2,1,-1,0,desconhecido
909,43,gestao,casado,medio,nao,107,sim,sim,sim,telefone,28,outubro,2,1,-1,0,desconhecido
910,34,tecnico,casado,medio,nao,1012,sim,sim,sim,telefone,28,outubro,9,1,-1,0,desconhecido
911,35,gestao,divorciado,superior,nao,0,sim,sim,nao,telefone,29,outubro,3,1,-1,0,desconhecido
912,58,gestao,divorciado,superior,nao,372,sim,nao,sim,desconhecido,29,outubro,0,1,-1,0,desconhecido
913,35,gestao,solteiro,superior,nao,7506,sim,sim,nao,desconhecido,30,outubro,4,1,-1,0,desconhecido
914,42,tecnico,divorciado,medio,nao,314,sim,sim,nao,desconhecido,30,outubro,4,1,-1,0,desconhecido
915,43,operario,casado,medio,nao,860,sim,nao,nao,telefone,30,outubro,2,1,-1,0,desconhecido
916,34,operario,casado,medio,nao,0,sim,sim,nao,desconhecido,30,outubro,3,1,-1,0,desconhecido
917,35,operario,solteiro,medio,nao,3623,sim,nao,nao,telefone,30,outubro,3,1,-1,0,desconhecido
918,38,administracao,solteiro,medio,nao,2470,sim,nao,nao,telefone,31,outubro,4,1,-1,0,desconhecido
919,39,operario,casado,medio,nao,1307,sim,sim,nao,telefone,31,outubro,3,1,-1,0,desconhecido
920,58,operario,divorciado,superior,nao,3237,sim,nao,nao,telefone,31,outubro,10,1,-1,0,desconhecido
921,60,gestao,casado,superior,nao,5041,sim,nao,nao,telefone,4,novembro,7,1,-1,0,desconhecido
922,56,tecnico,casado,medio,nao,6619,sim,sim,nao,telefone,4,novembro,8,1,-1,0,desconhecido
923,31,gestao,casado,superior,nao,1331,sim,nao,nao,desconhecido,5,novembro,4,1,-1,0,desconhecido
924,37,servicos,casado,medio,nao,1970,sim,sim,nao,telefone,5,novembro,4,1,-1,0,desconhecido
925,59,operario,divorciado,medio,nao,1026,sim,nao,nao,desconhecido,5,novembro,11,1,-1,0,desconhecido
926,49,gestao,casado,medio,nao,249,sim,nao,nao,telefone,6,novembro,4,1,-1,0,desconhecido
927,30,gestao,solteiro,superior,nao,12857,sim,sim,nao,celular,6,novembro,2,1,-1,0,desconhecido
928,31,tecnico,solteiro,superior,nao,2807,sim,nao,nao,desconhecido,8,novembro,3,1,-1,0,desconhecido
929,40,operario,casado,medio,nao,5060,sim,nao,nao,desconhecido,9,novembro,5,1,-1,0,desconhecido
930,43,administracao,casado,medio,nao,2271,sim,nao,nao,telefone,10,novembro,9,1,-1,0,desconhecido
931,48,gestao,casado,superior,nao,1,sim,nao,nao,telefone,10,novembro,4,1,-1,0,desconhecido
932,34,gestao,casado,superior,nao,676,sim,nao,nao,telefone,11,novembro,8,1,-1,0,desconhecido
933,28,operario,solteiro,superior,nao,160,sim,nao,nao,desconhecido,11,novembro,3,1,-1,0,desconhecido
934,34,administracao,casado,superior,nao,899,sim,sim,nao,desconhecido,12,novembro,2,1,170,3,fracasso
935,47,operario,casado,medio,nao,1230,sim,sim,nao,telefone,12,novembro,6,1,-1,0,desconhecido
936,59,operario,casado,superior,nao,0,sim,nao,nao,telefone,13,novembro,8,1,-1,0,desconhecido
937,32,operario,solteiro,superior,nao,700,sim,nao,nao,desconhecido,13,novembro,2,1,-1,0,desconhecido
938,31,operario,solteiro,medio,nao,0,sim,nao,nao,telefone,13,novembro,3,1,-1,0,desconhecido
939,27,operario,solteiro,medio,nao,67,sim,nao,nao,telefone,14,novembro,4,1,-1,0,desconhecido
940,35,operario,solteiro,medio,nao,127,sim,sim,nao,telefone,14,novembro,3,1,-1,0,desconhecido
941,32,operario,casado,medio,nao,2089,sim,sim,nao,celular,14,novembro,2,1,-1,0,desconhecido
942,57,operario,casado,superior,nao,3585,sim,nao,nao,telefone,14,novembro,3,1,-1,0,desconhecido
943,58,gestao,casado,superior,nao,4152,sim,sim,nao,telefone,14,novembro,3,1,-1,0,desconhecido
944,30,tecnico,solteiro,medio,nao,816,sim,sim,nao,desconhecido,14,novembro,3,1,-1,0,desconhecido
945,37,gestao,casado,medio,nao,5447,sim,sim,sim,celular,17,novembro,30,1,-1,0,desconhecido
