id,idade,ocupacao,estado_civil,escolaridade,inadimplencia,deposito_prazo,saldo_medio,emprestimo_habitacional,emprestimo_pessoal,meio_contato,dia_contato,mes_contato,duracao_contato,quantidade_contato_atual,quantidade_dias_contato,quantidade_contato_anterior,resultado
1053,39,operario,casado,medio,nao,sim,2245,nao,nao,celular,21,novembro,12,2,-1,0,desconhecido
1054,47,tecnico,casado,medio,nao,sim,834,nao,sim,celular,21,novembro,15,1,133,2,fracasso
1055,44,gestao,casado,superior,nao,sim,4119,sim,sim,telefone,21,novembro,18,1,-1,0,desconhecido
1056,45,tecnico,casado,superior,nao,sim,-525,nao,sim,celular,21,novembro,16,2,-1,0,desconhecido
1057,41,operario,casado,fundamental,nao,sim,39,sim,nao,celular,21,novembro,9,2,-1,0,desconhecido
1058,33,tecnico,solteiro,superior,nao,sim,0,sim,nao,celular,21,novembro,11,1,-1,0,desconhecido
1059,30,operario,solteiro,superior,nao,sim,2766,nao,nao,celular,21,novembro,14,1,-1,0,desconhecido
1060,30,operario,solteiro,superior,nao,sim,3300,nao,nao,celular,21,novembro,26,1,-1,0,desconhecido
1061,42,gestao,casado,superior,nao,sim,36,nao,nao,celular,21,novembro,11,3,-1,0,desconhecido
1062,49,gestao,casado,superior,nao,sim,22520,nao,nao,celular,21,novembro,10,9,-1,0,desconhecido
1063,59,operario,solteiro,fundamental,nao,sim,7724,nao,nao,celular,21,novembro,6,3,-1,0,desconhecido
1064,31,operario,casado,medio,nao,sim,111,nao,nao,celular,21,novembro,8,2,93,2,fracasso
1065,43,gestao,casado,superior,nao,sim,2640,nao,nao,celular,21,novembro,5,4,-1,0,desconhecido
1066,38,gestao,casado,superior,nao,sim,3436,nao,nao,celular,21,novembro,11,4,-1,0,desconhecido
1067,30,servicos,casado,medio,nao,sim,0,sim,nao,celular,21,novembro,11,4,-1,0,desconhecido
1068,35,administracao,divorciado,medio,nao,sim,3636,nao,sim,celular,21,novembro,13,2,-1,0,desconhecido
1069,43,tecnico,casado,medio,nao,sim,3288,sim,nao,celular,21,novembro,13,3,-1,0,desconhecido
1070,34,gestao,solteiro,superior,nao,sim,2633,sim,nao,celular,21,novembro,12,6,-1,0,desconhecido
1071,52,operario,casado,medio,nao,sim,580,nao,nao,celular,21,novembro,16,2,-1,0,desconhecido
1072,46,gestao,casado,medio,nao,sim,149,nao,nao,celular,21,novembro,20,2,-1,0,desconhecido
1073,46,servicos,divorciado,medio,nao,sim,4329,nao,nao,celular,21,novembro,9,2,-1,0,desconhecido
1074,37,administracao,solteiro,medio,nao,sim,1097,sim,nao,celular,21,novembro,26,2,-1,0,desconhecido
1075,42,gestao,casado,superior,nao,sim,1275,sim,sim,celular,21,novembro,15,5,-1,0,desconhecido
1076,23,operario,solteiro,fundamental,nao,sim,1003,nao,nao,telefone,27,novembro,0,1,-1,0,desconhecido
1077,53,gestao,divorciado,medio,nao,sim,1004,nao,sim,telefone,22,dezembro,2,1,-1,0,desconhecido
1078,26,operario,solteiro,superior,nao,sim,814,nao,nao,celular,28,janeiro,23,1,-1,0,desconhecido
1079,49,tecnico,casado,medio,nao,sim,808,sim,nao,celular,28,janeiro,21,1,-1,0,desconhecido
1080,34,operario,solteiro,medio,nao,sim,859,nao,nao,celular,28,janeiro,14,1,-1,0,desconhecido
1081,28,operario,solteiro,medio,nao,sim,4465,nao,nao,celular,28,janeiro,13,1,-1,0,desconhecido
1082,46,tecnico,divorciado,superior,nao,sim,0,nao,nao,celular,28,janeiro,20,2,-1,0,desconhecido
1083,26,operario,solteiro,medio,nao,sim,622,nao,nao,celular,28,janeiro,24,2,-1,0,desconhecido
1084,31,servicos,solteiro,medio,nao,sim,1709,nao,sim,telefone,28,janeiro,16,3,-1,0,desconhecido
1085,51,administracao,solteiro,superior,nao,sim,394,nao,nao,telefone,28,janeiro,16,2,-1,0,desconhecido
1086,47,operario,casado,medio,nao,sim,1125,sim,nao,celular,29,janeiro,18,1,-1,0,desconhecido
1087,53,operario,casado,fundamental,sim,sim,-462,nao,nao,celular,29,janeiro,8,1,-1,0,desconhecido
1088,29,operario,solteiro,fundamental,nao,sim,550,nao,nao,celular,29,janeiro,13,1,-1,0,desconhecido
1089,32,tecnico,solteiro,medio,nao,sim,540,nao,sim,celular,29,janeiro,12,1,-1,0,desconhecido
1090,26,operario,solteiro,fundamental,nao,sim,941,nao,nao,celular,29,janeiro,19,1,-1,0,desconhecido
1091,40,gestao,solteiro,superior,nao,sim,1361,nao,nao,celular,29,janeiro,25,1,-1,0,desconhecido
1092,33,servicos,solteiro,superior,nao,sim,-452,nao,nao,celular,29,janeiro,12,2,-1,0,desconhecido
1093,49,operario,casado,fundamental,nao,sim,518,nao,nao,celular,29,janeiro,32,2,-1,0,desconhecido
1094,60,tecnico,casado,superior,nao,sim,-71,sim,sim,celular,30,janeiro,24,1,-1,0,desconhecido
1095,41,gestao,solteiro,medio,nao,sim,3234,sim,nao,celular,30,janeiro,46,1,-1,0,desconhecido
1096,36,tecnico,solteiro,medio,nao,sim,98,nao,nao,celular,30,janeiro,13,1,-1,0,desconhecido
1097,29,servicos,solteiro,superior,nao,sim,196,nao,nao,celular,30,janeiro,12,2,-1,0,desconhecido
1098,42,administracao,divorciado,medio,nao,sim,936,nao,nao,celular,30,janeiro,16,1,-1,0,desconhecido
1099,33,operario,solteiro,superior,nao,sim,300,sim,sim,celular,30,janeiro,15,5,-1,0,desconhecido
1100,31,administracao,divorciado,medio,nao,sim,217,sim,nao,celular,30,janeiro,30,2,-1,0,desconhecido
1101,31,operario,solteiro,fundamental,nao,sim,163,nao,nao,celular,30,janeiro,12,2,2,1,fracasso
1102,26,servicos,solteiro,medio,nao,sim,110,nao,nao,celular,30,janeiro,19,2,-1,0,desconhecido
1103,45,operario,casado,medio,nao,sim,2040,nao,nao,telefone,2,fevereiro,13,1,-1,0,desconhecido
1104,55,tecnico,casado,medio,sim,sim,-308,nao,nao,celular,2,fevereiro,13,1,-1,0,desconhecido
1105,29,tecnico,solteiro,superior,nao,sim,2325,nao,nao,celular,2,fevereiro,2,1,-1,0,desconhecido
1106,50,operario,divorciado,superior,nao,sim,1088,nao,nao,celular,2,fevereiro,12,1,-1,0,desconhecido
1107,44,operario,casado,medio,nao,sim,0,sim,nao,celular,2,fevereiro,12,1,272,1,fracasso
1108,56,operario,casado,medio,nao,sim,0,nao,nao,telefone,2,fevereiro,8,1,-1,0,desconhecido
1109,39,operario,solteiro,superior,nao,sim,2103,nao,nao,celular,2,fevereiro,10,1,-1,0,desconhecido
1110,59,operario,solteiro,medio,nao,sim,2,nao,nao,telefone,2,fevereiro,16,1,-1,0,desconhecido
1111,43,gestao,divorciado,medio,nao,sim,51,nao,nao,celular,2,fevereiro,7,1,-1,0,desconhecido
1112,29,administracao,solteiro,medio,nao,sim,1027,sim,nao,celular,2,fevereiro,3,1,-1,0,desconhecido
1113,38,gestao,casado,superior,nao,sim,1308,sim,nao,celular,2,fevereiro,10,1,-1,0,desconhecido
1114,41,servicos,divorciado,medio,nao,sim,840,sim,nao,celular,2,fevereiro,16,1,-1,0,desconhecido
1115,61,gestao,casado,superior,nao,sim,6016,nao,nao,celular,2,fevereiro,11,3,-1,0,desconhecido
1116,36,gestao,casado,superior,nao,sim,630,nao,nao,celular,2,fevereiro,5,1,-1,0,desconhecido
1117,30,operario,solteiro,superior,nao,sim,432,sim,nao,celular,2,fevereiro,7,1,-1,0,desconhecido
1118,43,administracao,solteiro,medio,nao,sim,-247,sim,sim,celular,2,fevereiro,13,2,76,4,fracasso
1119,39,servicos,casado,medio,nao,sim,52,nao,nao,telefone,2,fevereiro,24,3,-1,0,desconhecido
1120,48,operario,solteiro,fundamental,nao,sim,623,sim,nao,celular,2,fevereiro,24,2,-1,0,desconhecido
1121,26,operario,solteiro,medio,nao,sim,0,nao,nao,celular,2,fevereiro,20,2,-1,0,desconhecido
1122,51,tecnico,casado,medio,nao,sim,100,nao,nao,celular,2,fevereiro,8,2,-1,0,desconhecido
1123,37,gestao,casado,superior,nao,sim,4089,sim,nao,celular,2,fevereiro,5,2,174,4,fracasso
1124,29,tecnico,solteiro,superior,nao,sim,1669,nao,nao,celular,3,fevereiro,5,1,-1,0,desconhecido
1125,57,administracao,casado,medio,nao,sim,169,nao,nao,celular,3,fevereiro,6,1,-1,0,desconhecido
1126,25,administracao,solteiro,medio,nao,sim,483,nao,sim,celular,3,fevereiro,3,1,-1,0,desconhecido
1127,68,operario,divorciado,fundamental,nao,sim,250,nao,nao,celular,3,fevereiro,6,1,-1,0,desconhecido
1128,32,gestao,solteiro,superior,nao,sim,2360,nao,nao,celular,3,fevereiro,3,2,160,5,fracasso
1129,41,operario,casado,fundamental,nao,sim,201,sim,nao,celular,3,fevereiro,3,1,-1,0,desconhecido
1130,48,tecnico,solteiro,medio,nao,sim,-92,sim,nao,celular,3,fevereiro,23,1,-1,0,desconhecido
1131,39,operario,solteiro,medio,nao,sim,-114,sim,nao,celular,3,fevereiro,6,1,-1,0,desconhecido
1132,30,operario,solteiro,medio,nao,sim,732,nao,nao,celular,3,fevereiro,23,4,-1,0,desconhecido
1133,40,gestao,casado,superior,nao,sim,1308,nao,nao,telefone,3,fevereiro,30,2,-1,0,desconhecido
1134,28,operario,casado,superior,nao,sim,0,sim,nao,celular,4,fevereiro,9,3,196,4,fracasso
1135,52,gestao,casado,superior,nao,sim,-970,sim,nao,celular,4,fevereiro,8,1,-1,0,desconhecido
1136,34,gestao,casado,superior,nao,sim,73,nao,nao,celular,4,fevereiro,7,2,-1,0,desconhecido
1137,31,operario,solteiro,fundamental,nao,sim,406,nao,nao,celular,4,fevereiro,12,1,-1,0,desconhecido
1138,57,administracao,casado,medio,nao,sim,4391,nao,nao,telefone,4,fevereiro,24,1,-1,0,desconhecido
1139,31,operario,casado,superior,nao,sim,168,nao,nao,celular,4,fevereiro,3,2,-1,0,desconhecido
1140,29,gestao,casado,superior,nao,sim,1441,sim,nao,celular,4,fevereiro,1,2,-1,0,desconhecido
1141,75,operario,divorciado,fundamental,nao,sim,3881,sim,nao,celular,4,fevereiro,2,3,-1,0,desconhecido
1142,32,administracao,solteiro,medio,nao,sim,678,sim,nao,celular,4,fevereiro,26,1,246,4,fracasso
1143,31,gestao,casado,superior,nao,sim,141,sim,nao,celular,4,fevereiro,10,2,238,7,fracasso
1144,41,operario,solteiro,superior,nao,sim,-94,sim,nao,celular,4,fevereiro,19,1,203,1,fracasso
1145,22,administracao,solteiro,superior,nao,sim,897,sim,nao,celular,4,fevereiro,2,4,-1,0,desconhecido
1146,31,operario,solteiro,medio,nao,sim,1214,nao,nao,celular,4,fevereiro,16,1,-1,0,desconhecido
1147,69,operario,casado,fundamental,nao,sim,324,nao,nao,celular,4,fevereiro,2,4,-1,0,desconhecido
1148,49,operario,divorciado,medio,nao,sim,10613,nao,sim,celular,4,fevereiro,20,1,-1,0,desconhecido
1149,43,operario,casado,medio,nao,sim,953,sim,nao,celular,4,fevereiro,13,2,-1,0,desconhecido
1150,28,servicos,solteiro,fundamental,nao,sim,198,nao,nao,celular,4,fevereiro,16,2,-1,0,desconhecido
1151,56,operario,solteiro,fundamental,nao,sim,1110,nao,nao,celular,4,fevereiro,16,2,-1,0,desconhecido
1152,39,administracao,casado,medio,nao,sim,130,sim,sim,celular,4,fevereiro,22,2,-1,0,desconhecido
1153,33,operario,casado,medio,nao,sim,315,nao,nao,celular,4,fevereiro,2,3,-1,0,desconhecido
1154,38,tecnico,casado,superior,nao,sim,4383,nao,nao,celular,4,fevereiro,23,4,-1,0,desconhecido
1155,30,administracao,solteiro,medio,nao,sim,313,sim,nao,celular,4,fevereiro,19,2,-1,0,desconhecido
1156,29,tecnico,casado,medio,nao,sim,273,nao,nao,celular,4,fevereiro,46,2,-1,0,desconhecido
1157,69,gestao,casado,superior,nao,sim,840,nao,nao,telefone,5,fevereiro,2,3,-1,0,desconhecido
1158,44,gestao,casado,superior,nao,sim,309,sim,nao,celular,5,fevereiro,11,1,-1,0,desconhecido
1159,35,gestao,solteiro,superior,nao,sim,2707,nao,nao,celular,5,fevereiro,12,1,-1,0,desconhecido
1160,31,tecnico,solteiro,superior,nao,sim,1109,nao,nao,celular,5,fevereiro,11,1,167,2,fracasso
1161,26,operario,solteiro,medio,nao,sim,101,sim,nao,celular,5,fevereiro,14,1,268,1,fracasso
1162,26,operario,solteiro,superior,nao,sim,725,nao,nao,celular,5,fevereiro,32,2,189,29,fracasso
1163,34,operario,casado,fundamental,nao,sim,309,nao,nao,celular,5,fevereiro,10,1,-1,0,desconhecido
1164,42,tecnico,solteiro,medio,nao,sim,541,sim,nao,celular,5,fevereiro,11,1,-1,0,desconhecido
1165,54,servicos,casado,superior,nao,sim,0,sim,nao,celular,5,fevereiro,11,2,267,1,fracasso
1166,48,operario,solteiro,superior,nao,sim,318,sim,nao,celular,5,fevereiro,17,4,-1,0,desconhecido
1167,40,operario,casado,fundamental,nao,sim,1908,sim,nao,celular,5,fevereiro,28,2,-1,0,desconhecido
1168,28,tecnico,solteiro,superior,nao,sim,676,nao,nao,celular,5,fevereiro,19,2,-1,0,desconhecido
1169,34,operario,casado,superior,nao,sim,1076,sim,nao,celular,5,fevereiro,2,10,-1,0,desconhecido
1170,32,gestao,solteiro,superior,nao,sim,0,nao,nao,celular,5,fevereiro,9,4,-1,0,desconhecido
1171,31,servicos,solteiro,medio,nao,sim,13,nao,sim,celular,6,fevereiro,17,2,-1,0,desconhecido
1172,31,gestao,solteiro,superior,nao,sim,12857,sim,nao,celular,6,fevereiro,3,1,92,1,sucesso
1173,66,tecnico,casado,medio,nao,sim,0,nao,nao,celular,6,fevereiro,13,1,-1,0,desconhecido
1174,37,tecnico,solteiro,superior,nao,sim,6101,nao,nao,celular,6,fevereiro,2,1,-1,0,desconhecido
1175,33,gestao,casado,superior,nao,sim,158,nao,nao,celular,6,fevereiro,3,2,-1,0,desconhecido
1176,50,gestao,casado,superior,nao,sim,346,nao,nao,celular,6,fevereiro,3,1,-1,0,desconhecido
1177,33,operario,solteiro,medio,nao,sim,697,nao,nao,celular,6,fevereiro,14,2,-1,0,desconhecido
1178,26,servicos,solteiro,superior,nao,sim,1140,sim,nao,celular,6,fevereiro,16,2,-1,0,desconhecido
1179,32,operario,casado,medio,nao,sim,1879,nao,nao,celular,6,fevereiro,10,8,-1,0,desconhecido
1180,22,operario,solteiro,medio,nao,sim,0,nao,nao,celular,6,fevereiro,4,6,-1,0,desconhecido
1181,34,gestao,casado,superior,nao,sim,0,nao,nao,celular,6,fevereiro,13,3,9,1,fracasso
1182,39,servicos,casado,superior,nao,sim,1493,nao,nao,celular,9,fevereiro,15,3,-1,0,desconhecido
1183,28,tecnico,solteiro,medio,nao,sim,313,nao,nao,celular,9,fevereiro,20,2,-1,0,desconhecido
1184,31,operario,solteiro,superior,nao,sim,1815,nao,nao,telefone,9,fevereiro,26,1,-1,0,desconhecido
1185,66,operario,casado,fundamental,nao,sim,206,nao,nao,celular,9,fevereiro,8,1,-1,0,desconhecido
1186,29,tecnico,solteiro,superior,nao,sim,673,sim,nao,celular,9,fevereiro,14,3,-1,0,desconhecido
1187,49,servicos,casado,medio,nao,sim,320,nao,nao,telefone,9,fevereiro,33,4,-1,0,desconhecido
1188,34,administracao,casado,medio,nao,sim,0,sim,nao,celular,10,fevereiro,2,1,85,1,fracasso
1189,47,operario,casado,medio,nao,sim,292,nao,nao,celular,10,fevereiro,5,1,-1,0,desconhecido
1190,43,gestao,casado,superior,nao,sim,40,nao,nao,celular,10,fevereiro,2,1,-1,0,desconhecido
1191,61,operario,casado,superior,nao,sim,1257,nao,nao,celular,10,fevereiro,8,1,-1,0,desconhecido
1192,35,tecnico,solteiro,medio,nao,sim,1693,sim,nao,celular,10,fevereiro,9,1,-1,0,desconhecido
1193,40,operario,casado,medio,nao,sim,5060,nao,nao,celular,10,fevereiro,3,2,93,1,sucesso
1194,31,gestao,divorciado,superior,nao,sim,373,nao,nao,celular,10,fevereiro,2,6,-1,0,desconhecido
1195,33,gestao,casado,medio,nao,sim,369,nao,nao,celular,11,fevereiro,7,1,-1,0,desconhecido
1196,69,operario,casado,fundamental,nao,sim,2346,nao,nao,celular,11,fevereiro,6,2,-1,0,desconhecido
1197,30,servicos,solteiro,medio,nao,sim,1599,nao,nao,celular,11,fevereiro,3,2,-1,0,desconhecido
1198,41,tecnico,casado,medio,nao,sim,1066,nao,nao,celular,11,fevereiro,2,3,-1,0,desconhecido
1199,31,gestao,casado,superior,nao,sim,2603,sim,nao,celular,11,fevereiro,5,4,-1,0,desconhecido
1200,22,operario,solteiro,medio,nao,sim,381,nao,nao,celular,12,fevereiro,4,1,-1,0,desconhecido
1201,37,administracao,casado,medio,nao,sim,1314,sim,nao,celular,12,fevereiro,2,4,210,3,fracasso
1202,48,gestao,solteiro,superior,nao,sim,5689,nao,nao,celular,12,fevereiro,4,1,-1,0,desconhecido
1203,85,operario,casado,fundamental,nao,sim,12114,nao,nao,telefone,12,fevereiro,3,2,-1,0,desconhecido
1204,72,operario,casado,superior,nao,sim,0,nao,nao,celular,13,fevereiro,2,1,-1,0,desconhecido
1205,46,administracao,divorciado,medio,nao,sim,2232,nao,nao,celular,13,fevereiro,2,1,-1,0,desconhecido
1206,26,tecnico,solteiro,superior,nao,sim,11862,nao,nao,celular,13,fevereiro,2,1,-1,0,desconhecido
1207,53,gestao,divorciado,superior,nao,sim,2152,nao,nao,celular,13,fevereiro,1,3,-1,0,desconhecido
1208,33,gestao,solteiro,superior,nao,sim,3552,nao,nao,celular,13,fevereiro,3,2,85,3,fracasso
1209,90,operario,divorciado,medio,nao,sim,1,nao,nao,celular,13,fevereiro,3,3,-1,0,desconhecido
1210,54,administracao,divorciado,medio,nao,sim,1872,nao,nao,celular,13,fevereiro,7,5,-1,0,desconhecido
1211,67,operario,casado,superior,nao,sim,1341,nao,nao,celular,13,fevereiro,12,1,-1,0,desconhecido
1212,42,gestao,divorciado,superior,nao,sim,7702,nao,nao,celular,16,fevereiro,2,2,-1,0,desconhecido
1213,71,operario,casado,fundamental,nao,sim,4657,nao,nao,celular,16,fevereiro,2,5,-1,0,desconhecido
1214,44,administracao,divorciado,medio,nao,sim,397,sim,sim,celular,16,fevereiro,2,1,257,1,fracasso
1215,47,operario,casado,superior,nao,sim,0,nao,nao,celular,16,fevereiro,4,2,-1,0,desconhecido
1216,44,administracao,casado,superior,nao,sim,348,sim,sim,celular,16,fevereiro,3,2,-1,0,desconhecido
1217,37,tecnico,solteiro,medio,nao,sim,2442,nao,nao,celular,16,fevereiro,2,3,-1,0,desconhecido
1218,28,operario,solteiro,superior,nao,sim,805,nao,nao,celular,16,fevereiro,6,1,-1,0,desconhecido
1219,21,operario,solteiro,medio,nao,sim,2265,nao,nao,celular,17,fevereiro,2,2,-1,0,desconhecido
1220,51,tecnico,casado,medio,nao,sim,196,sim,sim,celular,17,fevereiro,1,1,-1,0,desconhecido
1221,74,operario,casado,medio,nao,sim,1714,nao,nao,telefone,17,fevereiro,2,1,-1,0,desconhecido
1222,65,operario,casado,superior,nao,sim,2416,nao,nao,celular,17,fevereiro,4,2,-1,0,desconhecido
1223,38,administracao,casado,medio,nao,sim,755,sim,nao,celular,17,fevereiro,2,1,-1,0,desconhecido
1224,71,operario,casado,medio,nao,sim,2850,nao,nao,celular,17,fevereiro,3,1,-1,0,desconhecido
1225,29,servicos,casado,medio,nao,sim,1135,sim,nao,celular,17,fevereiro,5,1,-1,0,desconhecido
1226,61,operario,casado,fundamental,nao,sim,197,nao,nao,celular,17,fevereiro,2,1,-1,0,desconhecido
1227,57,operario,divorciado,fundamental,nao,sim,720,nao,nao,telefone,17,fevereiro,3,4,-1,0,desconhecido
1228,37,gestao,casado,superior,nao,sim,5355,nao,nao,telefone,17,fevereiro,8,4,-1,0,desconhecido
1229,68,operario,casado,medio,nao,sim,445,nao,nao,celular,18,fevereiro,8,1,-1,0,desconhecido
1230,29,gestao,solteiro,superior,nao,sim,5359,nao,nao,celular,18,fevereiro,2,1,-1,0,desconhecido
1231,51,operario,casado,fundamental,nao,sim,1443,nao,nao,celular,18,fevereiro,3,10,-1,0,desconhecido
1232,41,tecnico,divorciado,medio,nao,sim,4047,sim,nao,celular,18,fevereiro,6,1,-1,0,desconhecido
1233,85,operario,divorciado,fundamental,nao,sim,7613,nao,nao,celular,18,fevereiro,6,3,-1,0,desconhecido
1234,39,tecnico,casado,medio,nao,sim,2266,nao,nao,celular,18,fevereiro,3,4,-1,0,desconhecido
1235,44,gestao,casado,fundamental,nao,sim,558,nao,nao,celular,19,fevereiro,4,5,-1,0,desconhecido
1236,48,gestao,casado,superior,nao,sim,1808,sim,nao,celular,26,fevereiro,4,1,-1,0,desconhecido
1237,37,tecnico,solteiro,medio,nao,sim,1130,nao,nao,celular,26,fevereiro,3,1,-1,0,desconhecido
1238,62,operario,casado,superior,nao,sim,2021,nao,nao,telefone,26,fevereiro,6,1,-1,0,desconhecido
1239,43,operario,solteiro,superior,nao,sim,983,sim,nao,celular,26,fevereiro,2,1,-1,0,desconhecido
1240,30,gestao,solteiro,superior,nao,sim,5561,sim,nao,celular,27,fevereiro,3,1,100,1,sucesso
1241,50,gestao,casado,superior,nao,sim,8345,nao,nao,celular,27,fevereiro,3,1,261,1,fracasso
1242,25,tecnico,solteiro,medio,nao,sim,1231,sim,nao,celular,27,fevereiro,7,5,-1,0,desconhecido
1243,25,administracao,solteiro,superior,nao,sim,3730,sim,nao,celular,27,fevereiro,6,1,-1,0,desconhecido
1244,28,tecnico,solteiro,superior,nao,sim,2489,sim,nao,telefone,27,fevereiro,6,2,-1,0,desconhecido
1245,66,operario,casado,medio,nao,sim,995,nao,nao,celular,27,fevereiro,2,2,-1,0,desconhecido
1246,41,gestao,casado,medio,nao,sim,280,sim,nao,celular,27,fevereiro,1,2,-1,0,desconhecido
1247,28,tecnico,solteiro,medio,nao,sim,1363,nao,nao,celular,27,fevereiro,1,1,-1,0,desconhecido
1248,39,operario,solteiro,fundamental,nao,sim,581,sim,nao,celular,27,fevereiro,4,1,270,1,fracasso
1249,55,tecnico,casado,medio,nao,sim,0,sim,sim,celular,2,marco,2,1,-1,0,desconhecido
1250,37,tecnico,casado,superior,nao,sim,549,nao,nao,celular,2,marco,4,1,-1,0,desconhecido
1251,29,gestao,solteiro,superior,nao,sim,92,nao,nao,celular,2,marco,3,5,-1,0,desconhecido
1252,49,gestao,casado,superior,nao,sim,2881,nao,nao,celular,2,marco,2,3,-1,0,desconhecido
1253,44,tecnico,solteiro,medio,nao,sim,250,nao,nao,telefone,2,marco,6,2,-1,0,desconhecido
1254,54,administracao,casado,medio,nao,sim,602,nao,nao,celular,3,marco,2,2,-1,0,desconhecido
1255,28,gestao,solteiro,superior,nao,sim,730,sim,nao,celular,3,marco,11,1,-1,0,desconhecido
1256,30,administracao,solteiro,medio,nao,sim,523,nao,sim,celular,3,marco,1,1,-1,0,desconhecido
1257,34,operario,solteiro,medio,nao,sim,215,nao,nao,celular,3,marco,6,3,-1,0,desconhecido
1258,29,tecnico,solteiro,medio,nao,sim,316,sim,nao,celular,3,marco,3,1,-1,0,desconhecido
1259,62,gestao,casado,medio,nao,sim,4562,sim,nao,celular,3,marco,3,1,-1,0,desconhecido
1260,58,gestao,divorciado,medio,nao,sim,10180,nao,nao,celular,3,marco,3,2,-1,0,desconhecido
1261,46,gestao,casado,superior,nao,sim,0,nao,nao,celular,3,marco,5,13,-1,0,desconhecido
1262,56,operario,casado,superior,nao,sim,281,nao,nao,celular,3,marco,2,2,-1,0,desconhecido
1263,33,gestao,casado,superior,nao,sim,250,nao,nao,celular,4,marco,6,6,-1,0,desconhecido
1264,27,operario,solteiro,superior,nao,sim,0,nao,nao,celular,5,marco,1,3,-1,0,desconhecido
1265,60,operario,casado,medio,nao,sim,404,nao,nao,celular,5,marco,5,2,196,2,fracasso
1266,32,gestao,solteiro,superior,nao,sim,506,nao,nao,celular,5,marco,1,2,-1,0,desconhecido
1267,83,operario,divorciado,fundamental,nao,sim,1097,nao,nao,telefone,5,marco,3,1,-1,0,desconhecido
1268,35,operario,casado,superior,nao,sim,3698,sim,nao,celular,5,marco,2,1,-1,0,desconhecido
1269,31,gestao,divorciado,superior,nao,sim,883,sim,nao,celular,5,marco,2,2,106,1,fracasso
1270,30,operario,solteiro,superior,nao,sim,2539,nao,nao,telefone,5,marco,3,5,-1,0,desconhecido
1271,29,tecnico,casado,medio,nao,sim,2326,nao,nao,celular,6,marco,3,1,-1,0,desconhecido
1272,36,gestao,solteiro,superior,nao,sim,811,nao,nao,celular,6,marco,4,1,-1,0,desconhecido
1273,21,operario,solteiro,medio,nao,sim,682,nao,nao,celular,6,marco,4,1,-1,0,desconhecido
1274,44,gestao,solteiro,superior,nao,sim,483,nao,nao,celular,6,marco,3,2,199,6,sucesso
1275,23,gestao,solteiro,superior,nao,sim,1506,nao,nao,celular,9,marco,2,4,-1,0,desconhecido
1276,34,gestao,solteiro,superior,nao,sim,575,nao,nao,celular,9,marco,2,1,-1,0,desconhecido
1277,37,operario,solteiro,superior,nao,sim,1316,sim,nao,celular,10,marco,6,2,112,3,fracasso
1278,35,gestao,solteiro,superior,nao,sim,671,sim,nao,celular,10,marco,2,1,-1,0,desconhecido
1279,30,gestao,solteiro,superior,nao,sim,4808,nao,nao,celular,10,marco,5,1,-1,0,desconhecido
1280,70,operario,casado,medio,nao,sim,6422,nao,nao,celular,10,marco,2,1,-1,0,desconhecido
1281,52,gestao,casado,superior,nao,sim,31,nao,nao,celular,10,marco,2,1,-1,0,desconhecido
1282,57,gestao,casado,superior,nao,sim,2681,nao,nao,celular,11,marco,4,2,-1,0,desconhecido
1283,24,administracao,solteiro,superior,nao,sim,-61,nao,nao,celular,11,marco,2,4,-1,0,desconhecido
1284,32,gestao,casado,superior,nao,sim,8929,nao,nao,celular,11,marco,2,1,-1,0,desconhecido
1285,65,operario,casado,fundamental,nao,sim,715,nao,nao,celular,11,marco,5,1,-1,0,desconhecido
1286,44,gestao,casado,superior,nao,sim,1058,nao,nao,celular,11,marco,3,3,-1,0,desconhecido
1287,32,operario,solteiro,superior,nao,sim,-34,sim,nao,celular,11,marco,2,1,-1,0,desconhecido
1288,33,tecnico,solteiro,superior,nao,sim,258,nao,nao,celular,12,marco,1,4,-1,0,desconhecido
1289,53,servicos,divorciado,medio,nao,sim,0,nao,nao,celular,12,marco,1,2,-1,0,desconhecido
1290,31,gestao,divorciado,superior,nao,sim,71,nao,nao,celular,12,marco,2,1,-1,0,desconhecido
1291,58,operario,casado,superior,nao,sim,5810,nao,nao,celular,12,marco,2,1,-1,0,desconhecido
1292,30,gestao,solteiro,superior,nao,sim,3473,nao,nao,celular,12,marco,20,2,-1,0,desconhecido
1293,47,operario,casado,medio,nao,sim,238,sim,sim,celular,13,marco,51,1,-1,0,desconhecido
1294,60,tecnico,casado,medio,nao,sim,1740,nao,nao,celular,13,marco,5,2,-1,0,desconhecido
1295,37,servicos,solteiro,medio,nao,sim,1045,nao,nao,celular,17,marco,7,2,41,1,fracasso
1296,31,gestao,solteiro,superior,nao,sim,115,nao,nao,celular,17,marco,3,1,-1,0,desconhecido
1297,31,tecnico,casado,medio,nao,sim,180,nao,nao,celular,17,marco,5,2,-1,0,desconhecido
1298,30,gestao,solteiro,superior,nao,sim,201,sim,nao,celular,17,marco,5,2,-1,0,desconhecido
1299,30,gestao,casado,superior,nao,sim,8089,sim,nao,celular,18,marco,4,2,294,2,fracasso
1300,35,administracao,casado,medio,nao,sim,2,sim,nao,celular,18,marco,3,1,-1,0,desconhecido
1301,33,operario,solteiro,superior,nao,sim,1107,sim,nao,celular,18,marco,3,1,-1,0,desconhecido
